ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Chile,Mean weekly hours usually worked per employed person by sex,CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2018,41.2963,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Chile,Mean weekly hours usually worked per employed person by sex,CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2018,43.5219,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Chile,Mean weekly hours usually worked per employed person by sex,CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2018,38.1496,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Mean weekly hours usually worked per employed person by sex,CMR - HS - Enquête camerounaise auprès des ménages,Sex: Total,2007,40.7134,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Mean weekly hours usually worked per employed person by sex,CMR - HS - Enquête camerounaise auprès des ménages,Sex: Male,2007,44.0194,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Mean weekly hours usually worked per employed person by sex,CMR - HS - Enquête camerounaise auprès des ménages,Sex: Female,2007,37.3429,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Mean weekly hours usually worked per employed person by sex,CMR - HS - Enquête camerounaise auprès des ménages,Sex: Total,2014,44.8946,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Mean weekly hours usually worked per employed person by sex,CMR - HS - Enquête camerounaise auprès des ménages,Sex: Male,2014,47.9143,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Mean weekly hours usually worked per employed person by sex,CMR - HS - Enquête camerounaise auprès des ménages,Sex: Female,2014,41.7003,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2010,46.1364,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2010,49.6595,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2010,40.9897,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2011,45.7274,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2011,49.3806,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2011,40.4581,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2012,45.3392,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2012,49.1414,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2012,39.9735,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2013,45.1546,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2013,49.0664,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2013,39.7023,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2014,45.0068,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2014,48.6826,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2014,39.9099,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2015,44.7571,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2015,48.3998,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2015,39.7245,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2016,44.7382,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2016,48.3966,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2016,39.6852,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2017,44.4988,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2017,47.9821,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2017,39.6753,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2018,44.4208,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2018,47.8168,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Colombia,Mean weekly hours usually worked per employed person by sex,COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2018,39.668,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cape Verde,Mean weekly hours usually worked per employed person by sex,CPV - LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,Sex: Total,2015,40.3464,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Cape Verde,Mean weekly hours usually worked per employed person by sex,CPV - LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,Sex: Male,2015,42.1044,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Cape Verde,Mean weekly hours usually worked per employed person by sex,CPV - LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,Sex: Female,2015,38.5785,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2011,45.2804,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2011,48.3387,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2011,39.8726,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2012,43.7362,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2012,47.4227,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2012,37.7987,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2013,42.836,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2013,46.8426,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2013,36.4676,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2014,42.753,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2014,46.7168,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2014,36.2919,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2015,43.221,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2015,47.0307,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2015,37.0006,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2016,44.037,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2016,47.3376,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2016,38.3418,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2017,43.4837,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2017,46.7985,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2017,37.7595,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2018,42.7179,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2018,46.3824,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2018,36.5405,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Total,2019,41.8992,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Male,2019,45.6713,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - LFS - Encuesta Continua de Empleo,Sex: Female,2019,35.9163,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta Nacional de Hogares,Sex: Total,2010,45.7799,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta Nacional de Hogares,Sex: Male,2010,49.6298,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta Nacional de Hogares,Sex: Female,2010,39.6969,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,2005,45.2123,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Male,2005,48.5276,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Female,2005,39.1039,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,2008,46.1809,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Male,2008,49.6607,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Female,2008,40.3325,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,2009,45.1845,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Male,2009,48.6056,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Mean weekly hours usually worked per employed person by sex,CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Female,2009,39.4156,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Cayman Islands,Mean weekly hours usually worked per employed person by sex,CYM - LFS - Labour Force Survey,Sex: Total,2014,41.19,,Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Data reference period: October
Cayman Islands,Mean weekly hours usually worked per employed person by sex,CYM - LFS - Labour Force Survey,Sex: Male,2014,42.3,,Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Data reference period: October
Cayman Islands,Mean weekly hours usually worked per employed person by sex,CYM - LFS - Labour Force Survey,Sex: Female,2014,40.14,,Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Data reference period: October
Czechia,Mean weekly hours usually worked per employed person by sex,CZE - LFS - Labour Force Sample Survey,Sex: Total,2015,40,,Central tendency measure: Weighted mean | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean weekly hours usually worked per employed person by sex,CZE - LFS - Labour Force Sample Survey,Sex: Male,2015,42,,Central tendency measure: Weighted mean | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean weekly hours usually worked per employed person by sex,CZE - LFS - Labour Force Sample Survey,Sex: Female,2015,39,,Central tendency measure: Weighted mean | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,
Germany,Mean weekly hours usually worked per employed person by sex,DEU - LFS - Microcensus,Sex: Total,2015,35.2,,Working time arrangement coverage: Full-time and part time workers,
Germany,Mean weekly hours usually worked per employed person by sex,DEU - LFS - Microcensus,Sex: Male,2015,39.3,,Working time arrangement coverage: Full-time and part time workers,
Germany,Mean weekly hours usually worked per employed person by sex,DEU - LFS - Microcensus,Sex: Female,2015,30.4,,Working time arrangement coverage: Full-time and part time workers,
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,2015,43.0746,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,2015,45.5919,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,2015,39.0789,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,2016,42.756,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,2016,45.1628,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,2016,38.9959,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,2017,42.6517,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,2017,45.1264,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,2017,38.8944,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,2018,42.5105,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,2018,45.106,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,2018,38.5311,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2000,43.2712,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2000,45.3683,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2000,39.1136,Break in series,Job coverage: Main job currently held | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2001,42.8509,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2001,45.0001,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2001,38.4884,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2002,41.8639,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2002,43.782,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2002,38.182,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2003,41.9699,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2003,43.8433,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2003,38.3449,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2004,42.0111,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2004,43.9251,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2004,38.2337,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2005,41.7358,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2005,43.6391,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2005,38.0797,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2006,41.3158,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2006,43.3035,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2006,37.6124,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2007,41.4316,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2007,43.245,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2007,38.0592,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2008,41.1276,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2008,43.282,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2008,37.3185,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2009,41.4133,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2009,43.2926,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2009,37.8973,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2010,40.9674,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Mean weekly hours usually worked per employed person by sex,DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2010,42.7413,,Job coverage: Main job currently held,Repository: ILO-STATISTICS - Micro data processing
